1	374.5
1	718
1	930
1	953.5
2	929.5
2	966
3	915.5
3	946
3	969
5	473
5	742
5	754.5
5	971
6	713
6	919
6	929.5
7	46.5
7	374.5
7	924
7	964.5
8	133.5
8	378.5
8	613.5
8	923
8	933.5
8	966
9	716
9	890.5
9	921
9	931.5
9	952
9	966.5
10	376.5
10	634
10	725.5
10	757
10	851.5
10	890.5
10	917
10	927.5
10	949.5
10	964.5
11	870
11	931
11	963
12	743.5
12	961
13	52
13	342
13	373
13	438.5
13	568
13	868.5
13	889
13	921
13	931.5
13	944
14	332.5
14	507.5
14	752.5
14	929
14	950.5
14	962.5
15	375
15	551.5
15	721.5
15	743.5
15	755
15	853.5
15	891.5
15	906.5
15	917.5
15	928
15	947.5
15	967.5
16	136.5
16	376.5
16	719.5
16	923.5
16	935
17	374.5
17	921
17	931.5
17	966
18	219
18	549
18	927.5
18	953.5
19	372.5
19	745
19	755.5
20	135
20	212.5
20	289.5
20	361.5
20	374
20	400
20	702
20	713
20	724
20	740
21	106
21	372.5
21	852
22	499.5
22	544.5
23	101.5
23	377
23	442.5
23	831.5
23	889
24	834
26	48
26	100.5
26	292
26	324
26	654.5
26	830
26	850.5
27	102.5
27	374
27	831.5
28	104
28	284
28	731
28	835
28	855.5
28	891
29	104.5
29	625.5
29	891
30	10
30	42.5
30	102
30	323
30	358
30	376
30	853
30	866
31	105.5
32	38
32	98.5
32	462.5
32	504.5
32	854
32	872.5
32	887
32	903.5
33	46.5
33	100
33	361.5
33	375
33	501.5
34	856.5
34	869
34	905
35	39.5
35	108
35	889
36	716.5
36	854
37	108
37	375.5
37	502
37	832.5
37	855.5
38	107
39	45
39	97
39	359.5
39	833.5
40	479.5
40	890.5
41	64
41	156.5
41	631
42	62.5
42	151.5
43	60.5
43	72
43	108
43	241
43	434
43	524.5
43	625.5
43	766.5
43	890.5
43	906.5
43	931
44	72.5
44	158
44	439.5
44	627.5
45	73
45	159
46	70.5
46	233
46	627
47	159.5
47	334.5
48	59
48	624
49	159.5
49	375.5
49	437
49	909
50	63
50	153
50	215
50	239.5
50	376.5
50	481
50	522.5
50	627.5
50	754
50	889
50	973
51	154
51	792.5
52	209
52	225
52	237.5
52	289
52	629
52	759
53	72.5
53	117
53	154.5
53	483
53	627
53	932
54	66
54	110.5
54	156.5
54	362
54	622.5
55	65.5
55	154.5
55	229.5
55	873
55	885.5
55	982
56	60.5
56	71
56	104
56	115.5
56	156.5
56	235.5
56	983.5
57	106
57	237
58	65.5
58	941
59	60.5
59	102
59	158
59	936.5
60	69
61	439.5
61	451.5
61	786.5
61	866
61	877.5
61	888
61	913.5
61	928.5
61	939
62	428
62	438.5
62	449
62	459.5
62	746
62	853
62	864
62	883
62	901
62	912.5
62	923.5
62	938.5
62	987
62	997.5
63	443
63	454
63	867
63	884.5
63	901.5
63	917.5
63	929.5
63	940.5
63	1000
64	428.5
64	439
64	449.5
64	506.5
64	789
64	858
64	868.5
64	883
64	898.5
64	913
64	927.5
64	938.5
64	982.5
64	996.5
65	155
65	339
65	443
65	454.5
65	862.5
65	873
65	883.5
65	899.5
65	910.5
65	921.5
65	932
65	942.5
65	1000
66	18.5
66	35.5
66	437.5
66	450
66	460.5
66	505
66	790.5
66	835
66	850
66	860.5
66	871
66	884
66	895.5
66	906
66	916.5
66	927
66	937.5
66	948
66	982
66	998
67	18
67	159.5
67	426
67	437
67	447.5
67	865.5
67	879.5
67	890
67	901
67	914.5
67	927.5
67	939
67	995
68	441
68	452
68	856
68	867
68	881.5
68	900
68	911
68	929
68	940.5
68	994
69	433
69	456.5
69	839
69	887.5
69	901.5
69	929
69	941
70	19.5
70	437
70	447.5
70	458
70	839
70	859.5
70	870
70	882
70	900.5
70	912
70	928.5
70	939
70	998.5
71	18
71	431
71	441.5
71	452
71	462.5
71	621
71	853.5
71	865.5
71	885
71	899
71	909.5
71	928.5
71	939
71	989
71	999.5
72	14
72	34
72	435
72	445.5
72	456
72	503.5
72	868.5
72	887.5
72	900.5
72	917.5
72	930.5
72	941
72	1000
73	448
73	744.5
73	863
73	886
73	914.5
73	926.5
73	939.5
74	316.5
74	437
74	449.5
74	461
74	619
74	738
74	749
74	851.5
74	862
74	872.5
74	885.5
74	901.5
74	913
74	924.5
74	940.5
74	983.5
74	999
75	153
75	436.5
75	456.5
75	483.5
75	506.5
75	854.5
75	866
75	885.5
75	903
75	914
75	924.5
75	935
76	157
76	431.5
76	442.5
76	455
76	852
76	864
76	884.5
76	905
76	915.5
76	928.5
76	940.5
76	985.5
76	998.5
77	438.5
77	449.5
77	460.5
77	836.5
77	866
77	886
77	902
77	923
77	933.5
77	944
77	991
78	16.5
78	429.5
78	440
78	453.5
78	869.5
78	886.5
78	901
78	912
78	923
78	933.5
78	944
78	980.5
78	999
79	435.5
79	446
79	456.5
79	750.5
79	864
79	881
79	897
79	907.5
79	926
79	937
79	992.5
80	18
80	35.5
80	431.5
80	442
80	452.5
80	866
80	879.5
80	904
80	914.5
80	926
80	936.5
80	991
81	69.5
81	139.5
81	154.5
81	211
81	244
81	292
81	302.5
81	313
81	323.5
81	359
81	370
81	400
81	616
81	627
81	652.5
81	725
81	738.5
81	749
81	851.5
81	866
82	61.5
82	73.5
82	158
82	293.5
82	304
82	314.5
82	325
82	359
82	369.5
82	400
82	619
82	629.5
82	653
82	724
82	736
82	746.5
82	757
82	848.5
82	860.5
82	871
82	982
83	233
83	294
83	304.5
83	315
83	325.5
83	374.5
83	400
83	628
83	651
83	724.5
83	740.5
83	754
83	848
84	65
84	296
84	307
84	317.5
84	328
84	361.5
84	372
84	614
84	632
84	654
84	719
84	740.5
84	757
84	850
84	867
85	240
85	296
85	307
85	317.5
85	328
85	355.5
85	372
85	618
85	723.5
85	734.5
85	745
85	755.5
85	850
85	865.5
85	978.5
86	58
86	305.5
86	316.5
86	327
86	359
86	371.5
86	396
86	567
86	615.5
86	632
86	650.5
86	710
86	720.5
86	731
